timestamp,temperature,humidity,water_ph,water_temperature1622270692,,,0,

1622270697,,,0,

1622270702,,,0,

1622270708,,,0,

1622271021,,,0,

1622271026,,,0,

1622271035,,,0,

1622271036,,,0,

1622271041,,,0,

1622271063,,,,

1622271069,,,,

1622271074,0,,,

1622271079,39,,33.4,56

1622271084,39,31.4,33.4,54

1622271089,39,31.4,33.3,54

1622271094,39,31.3,33.3,54

1622271099,39,31.3,33.4,54

1622271104,39,31.4,33.3,54

1622271109,39,31.3,33.4,54

1622271114,39,31.4,33.4,54

1622271119,39,31.4,33.4,54

1622271124,39,31.4,33.4,54

1622271129,39,31.4,33.4,54

1622271134,39,31.4,33.4,54

1622271139,39,31.4,33.4,54

1622271144,39,31.4,33.4,54

1622271345,,31.4,,

1622271362,,0,,

1622271365,,0,,

1622271370,57,0,31.4,33.4

1622271375,54,39,31.3,33.3

1622271380,54,39,31.2,33.2

1622271385,54,39,31.3,33.3

1622271390,54,39,31.3,33.3

1622271395,54,39,31.3,33.3

1622271400,54,39,31.2,33.2

1622271405,54,39,31.3,33.3

1622271410,54,39,31.3,33.3

1622271415,54,39,31.3,33.3

1622271420,54,39,31.3,33.3

1622271425,54,39,31.3,33.3

1622271603,,,,0

1622271608,,,,0

1622271614,,,,0

1622271631,,,,0

1622271644,,,,39

1622271644,31.3,33.3,57,39

1622271646,31.4,33.4,55,39

1622271651,31.4,33.4,55,39

1622271656,31.4,33.4,55,39

1622271661,31.3,33.3,55,39

1622271666,31.4,33.4,55,39

1622271671,31.4,33.4,55,39

1622271676,31.4,33.4,55,39

1622271681,31.4,33.4,55,39

1622271686,31.4,33.4,55,39

1622271691,31.4,33.4,55,39

1622271696,31.4,33.4,55,39

1622271701,31.4,33.4,55,39

1622271706,31.4,33.4,55,39

1622271711,,,,0

1622271716,,,,0

1622271721,,,,0

1622271726,,,,0

1622271731,,,,0

1622271736,,,,0

1622271741,,,,0

1622271746,,,,0

1622271751,,,,0

1622271756,,,,0

1622271761,,,,0

1622271766,,,,0

1622271771,,,,0

1622271776,,,,0

1622271781,,,,0

1622271786,,,,0

1622271791,,,,0

1622271796,,,,0

1622271801,,,,0

1622271806,,,,0

1622271811,,,,0

1622271816,,,,0

1622271821,,,,0

1622271826,,,,0

1622271879,31.1,33.1,56,39

1622271889,31.1,33.1,56,39

1622271899,31.1,33.1,56,39

1622271909,31.1,33.1,56,39

1622271919,31.1,33.1,56,39

1622271929,31.1,33.1,56,39

1622271939,31.1,33.1,56,39

1622272077,33.2,56,39,31.2

1622272087,33.1,56,39,31.1

1622272097,33.1,56,39,31.1

1622272107,33.2,56,39,31.2

1622272117,33.1,56,39,31.1

1622272127,33.1,56,39,31.1

1622272137,33.2,56,39,31.2

1622272147,33.2,56,39,31.2

1622272157,33.2,56,39,31.2

1622272179,33.3,56,39,31.3

1622272189,33.2,58,39,31.2

1622272199,33.3,56,39,31.3

1622272209,33.3,56,39,31.3

1622272219,33.3,56,39,31.3

1622272229,33.3,56,39,31.3

1622272239,33.4,56,39,31.4

1622272255,33.4,56,39,31.4

1622272265,33.4,58,39,31.4

1622272275,33.4,56,39,31.4

1622272285,33.4,56,39,31.4

1622272295,33.4,55,39,31.4

1622272305,33.4,55,39,31.4

1622272315,33.5,55,39,31.5

1622272325,33.5,55,39,31.5

1622272335,33.5,55,39,31.5

1622272345,33.5,55,39,31.5

1622272355,33.5,55,39,31.5

1622272366,,,0,

1622272376,,,0,

1622272400,,,32,

1622272410,,,32,

1622272420,33.5,57,32,31.5

1622272430,33.5,55,32,31.5

1622272440,33.5,55,32,31.5

1622272450,33.5,55,32,31.5

1622272460,33.5,55,32,31.5

1622272470,33.5,55,32,31.5

1622272480,,,32,

1622272490,,,32,

1622272512,,,-32,

1622272522,,,-32,

1622272532,,,-32,

1622272542,,,-32,

1622272552,,,6,

1622272562,33.5,58,6,31.5

1622272572,33.4,55,6,31.4

1622272582,33.4,56,6,31.4

1622272592,,,-32,

1622272621,,,,

1622272631,,-32,,

1622272641,,-32,,

1622272651,56,-32,31.4,33.4

1622272661,56,7,31.4,33.4

1622272671,56,7,31.4,33.4

1622272681,56,7,31.4,33.4

1622272691,56,7,31.4,33.4

1622272701,56,7,31.4,33.4

1622272711,56,7,31.4,33.4

1622272721,56,7,31.4,33.4

1622272731,56,7,31.4,33.4

1622272741,56,6,31.5,33.5

1622272751,56,7,31.5,33.5

1622272761,56,7,31.5,33.5

1622272779,33.5,56,7,31.5

1622272789,33.5,58,7,31.5

1622272799,33.5,56,7,31.5

1622272809,33.5,56,6,31.5

1622272819,33.5,56,7,31.5

1622272829,33.5,56,7,31.5

1622272839,33.6,56,7,31.6

1622272849,33.6,55,7,31.6

1622272859,33.5,55,7,31.5

1622272869,33.5,56,7,31.5

1622272879,33.5,55,7,31.5

1622272889,33.5,55,7,31.5

1622272899,33.5,55,7,31.5

1622272909,33.5,55,7,31.5

1622272919,33.5,55,7,31.5

1622272929,33.5,55,7,31.5

1622272939,33.5,55,7,31.5

1622272963,33.5,55,7,31.5

1622272973,33.5,58,7,31.5

1622272983,33.5,55,7,31.5

1622272993,33.5,55,7,31.5

1622273003,33.5,55,7,31.5

1622273013,33.5,55,7,31.5

1622273023,33.6,55,6,31.6

1622273033,33.6,55,7,31.6

1622273043,33.6,55,7,31.6

1622273060,33.6,55,7,31.6

1622273070,33.6,57,7,31.6

1622273080,33.6,55,7,31.6

1622273103,33.6,55,7,31.6

1622273113,33.6,57,7,31.6

1622273123,33.6,55,7,31.6

1622273133,33.6,55,7,31.6

1622273143,33.6,55,7,31.6

1622273153,33.6,55,7,31.6

1622273163,33.6,55,7,31.6

1622273173,33.6,55,7,31.6

1622273183,33.6,55,7,31.6

1622273193,33.6,55,7,31.6

1622273203,33.6,55,7,31.6

1622273221,33.6,55,7,31.6

1622273231,33.6,57,7,31.6

1622273241,33.6,55,7,31.6

1622273251,33.6,55,7,31.6

1622273261,33.6,55,7,31.6

1622273271,33.6,55,7,31.6

1622273292,33.6,55,7,31.6

1622273302,33.6,57,7,31.6

1622273312,33.6,55,7,31.6

1622273322,33.6,55,7,31.6

1622273332,33.6,55,7,31.6

1622273342,33.6,55,7,31.6

1622273352,33.6,55,7,31.6

1622273362,33.6,55,7,31.6

1622273372,33.6,55,6,31.6

1622273382,33.6,55,7,31.6

1622273392,33.6,55,7,31.6

1622273402,33.6,55,7,31.6

1622273412,33.6,55,7,31.6

1622273422,33.6,55,7,31.6

1622273432,33.6,55,7,31.6

1622273442,33.6,55,7,31.6

1622273452,33.6,55,7,31.6

1622273462,33.7,55,7,31.7

1622273472,33.7,55,7,31.7

1622273482,33.7,55,7,31.7

1622273492,33.7,55,7,31.7

1622273502,33.7,55,7,31.7

1622273512,33.7,55,7,31.7

1622273522,33.8,54,7,31.8

1622273532,33.8,55,7,31.8

1622273542,33.8,54,7,31.8

1622273552,33.8,54,7,31.8

1622273847,33.4,58,7,31.4

1622273907,33.4,57,7,31.4

1622273967,33.5,56,7,31.5

1622274027,33.7,56,7,31.7

1622274087,33.8,56,7,31.8

1622274147,33.9,55,7,31.9

1622274207,34,55,7,32

1622274307,34,54,7,32

1622274367,33.9,52,7,31.9

1622274451,33.8,53,7,31.8

1622274511,33.7,53,7,31.7

1622274571,33.7,53,7,31.7

1622274631,33.7,54,7,31.7

